location,total_sqft,bath,price,BHK,price_per_sqft
rachenahalli,1050.0,2,52.07,2,4959.047619047619
rachenahalli,1050.0,2,55.5,2,5285.714285714285
rachenahalli,1050.0,2,53.5,2,5095.238095238095
rachenahalli,1220.0,2,59.5,2,4877.049180327869
rachenahalli,1050.0,2,52.5,2,5000.0
rachenahalli,440.0,1,28.0,1,6363.636363636364
rachenahalli,1050.0,2,52.1,2,4961.9047619047615
rachenahalli,440.0,1,28.0,1,6363.636363636364
rachenahalli,1113.0,2,55.0,2,4941.599281221923
rachenahalli,3657.0,5,220.0,4,6015.859994531036
rachenahalli,680.0,1,32.64,1,4800.0
rachenahalli,412.5,1,19.8,1,4800.0
rachenahalli,690.0,1,39.8,1,5768.115942028985
rachenahalli,1200.0,2,50.0,2,4166.666666666667
rachenahalli,1050.0,2,47.25,2,4500.0
rachenahalli,1100.0,2,68.0,2,6181.818181818182
rachenahalli,985.0,2,49.97,2,5073.096446700508
rachenahalli,1050.0,2,52.08,2,4960.0
rachenahalli,2710.0,3,170.0,3,6273.062730627306
rachenahalli,1856.0,3,106.0,3,5711.206896551724
rachenahalli,985.0,2,50.17,2,5093.401015228426
rachenahalli,2600.0,3,160.0,3,6153.846153846154
rachenahalli,1756.0,3,110.0,3,6264.236902050114
rachenahalli,1050.0,2,52.71,2,5020.0
raja rajeshwari nagar,1295.0,2,43.9,2,3389.96138996139
raja rajeshwari nagar,1145.0,2,45.79,2,3999.126637554585
raja rajeshwari nagar,1419.0,2,48.1,2,3389.7110641296686
raja rajeshwari nagar,1295.0,2,55.47,2,4283.397683397683
raja rajeshwari nagar,1133.0,2,49.07,2,4330.979699911739
raja rajeshwari nagar,1090.0,2,42.0,2,3853.211009174312
raja rajeshwari nagar,1260.0,2,67.39,2,5348.412698412699
raja rajeshwari nagar,1141.0,2,38.55,2,3378.6152497808935
raja rajeshwari nagar,1140.0,2,49.39,2,4332.456140350877
raja rajeshwari nagar,1303.0,2,55.79,2,4281.657712970069
raja rajeshwari nagar,600.0,1,22.0,1,3666.6666666666665
raja rajeshwari nagar,1278.0,2,53.76,3,4206.572769953052
raja rajeshwari nagar,500.0,1,25.0,1,5000.0
raja rajeshwari nagar,1143.0,2,38.65,2,3381.4523184601926
raja rajeshwari nagar,1610.0,3,74.0,3,4596.273291925466
raja rajeshwari nagar,1105.0,2,65.0,2,5882.35294117647
raja rajeshwari nagar,1258.0,2,63.53,2,5050.079491255962
raja rajeshwari nagar,1128.0,2,38.24,2,3390.0709219858154
raja rajeshwari nagar,1157.0,2,53.8,2,4649.956784788245
raja rajeshwari nagar,1185.0,2,47.39,2,3999.15611814346
raja rajeshwari nagar,1030.0,2,50.0,2,4854.368932038835
raja rajeshwari nagar,1144.0,2,38.55,2,3369.7552447552443
raja rajeshwari nagar,1196.0,2,51.51,2,4306.8561872909695
raja rajeshwari nagar,1570.0,3,88.0,3,5605.095541401274
raja rajeshwari nagar,1168.0,2,61.0,2,5222.602739726028
raja rajeshwari nagar,1306.0,2,55.91,2,4281.010719754977
raja rajeshwari nagar,1608.0,3,67.98,3,4227.611940298508
raja rajeshwari nagar,1575.0,2,78.0,3,4952.380952380952
raja rajeshwari nagar,1200.0,2,35.0,2,2916.6666666666665
raja rajeshwari nagar,1151.0,2,39.02,2,3390.095569070374
raja rajeshwari nagar,1196.0,2,51.15,2,4276.755852842809
raja rajeshwari nagar,1419.0,2,48.0,2,3382.663847780127
raja rajeshwari nagar,1295.0,2,70.0,2,5405.405405405405
raja rajeshwari nagar,648.0,1,31.75,1,4899.691358024691
raja rajeshwari nagar,1100.0,2,55.0,2,5000.0
raja rajeshwari nagar,1140.0,2,38.55,2,3381.578947368421
raja rajeshwari nagar,1090.0,2,43.59,2,3999.0825688073396
raja rajeshwari nagar,1023.0,2,42.0,2,4105.571847507332
raja rajeshwari nagar,1070.0,2,50.0,2,4672.897196261682
raja rajeshwari nagar,4800.0,8,225.0,8,4687.5
raja rajeshwari nagar,1128.0,2,48.79,2,4325.354609929078
raja rajeshwari nagar,1267.0,2,42.85,2,3382.004735595896
raja rajeshwari nagar,550.0,1,21.0,1,3818.181818181818
raja rajeshwari nagar,1120.0,2,37.95,2,3388.3928571428573
raja rajeshwari nagar,1608.0,2,85.0,2,5286.0696517412935
raja rajeshwari nagar,1210.0,2,45.0,2,3719.00826446281
raja rajeshwari nagar,1240.0,2,53.27,2,4295.967741935484
raja rajeshwari nagar,1395.0,2,72.0,3,5161.290322580645
raja rajeshwari nagar,1165.0,2,45.0,2,3862.6609442060085
raja rajeshwari nagar,1288.0,2,70.0,3,5434.782608695652
raja rajeshwari nagar,1120.0,2,37.97,2,3390.1785714285716
raja rajeshwari nagar,1140.0,2,38.65,2,3390.3508771929824
raja rajeshwari nagar,1095.0,2,38.33,2,3500.4566210045664
raja rajeshwari nagar,1420.0,2,60.0,3,4225.352112676056
raja rajeshwari nagar,1303.0,2,44.17,2,3389.869531849578
raja rajeshwari nagar,1185.0,2,40.17,2,3389.8734177215188
raja rajeshwari nagar,1140.0,2,49.27,2,4321.929824561404
raja rajeshwari nagar,1235.0,2,75.0,2,6072.8744939271255
raja rajeshwari nagar,1280.0,3,57.6,3,4500.0
raja rajeshwari nagar,1162.0,2,65.0,2,5593.803786574871
raja rajeshwari nagar,1133.0,2,38.41,2,3390.114739629302
raja rajeshwari nagar,1151.0,2,49.0,2,4257.167680278019
raja rajeshwari nagar,1267.0,2,54.35,2,4289.6606156274665
raja rajeshwari nagar,1100.0,2,50.0,2,4545.454545454545
raja rajeshwari nagar,1306.0,2,44.17,2,3382.08269525268
raja rajeshwari nagar,1196.0,2,40.44,2,3381.2709030100336
raja rajeshwari nagar,1178.0,2,75.0,2,6366.723259762309
raja rajeshwari nagar,1128.0,2,40.0,2,3546.099290780142
raja rajeshwari nagar,1151.0,2,39.0,2,3388.3579496090356
raja rajeshwari nagar,1525.0,2,99.13,3,6500.327868852459
raja rajeshwari nagar,1060.0,2,48.0,2,4528.301886792453
raja rajeshwari nagar,3900.0,6,195.0,6,5000.0
raja rajeshwari nagar,1170.0,2,50.0,2,4273.504273504273
raja rajeshwari nagar,1185.0,2,51.15,2,4316.455696202532
raja rajeshwari nagar,1255.0,2,53.87,2,4292.4302788844625
raja rajeshwari nagar,1419.0,2,60.42,2,4257.928118393234
raja rajeshwari nagar,1693.0,3,71.38,3,4216.184288245718
raja rajeshwari nagar,3600.0,9,240.0,9,6666.666666666667
raja rajeshwari nagar,1196.0,2,40.54,2,3389.632107023411
raja rajeshwari nagar,1160.0,2,70.0,2,6034.482758620689
raja rajeshwari nagar,1133.0,2,38.37,2,3386.5842894969105
raja rajeshwari nagar,1140.0,2,48.7,2,4271.929824561404
raja rajeshwari nagar,1133.0,2,40.0,2,3530.45013239188
raja rajeshwari nagar,1550.0,3,86.8,3,5600.0
raja rajeshwari nagar,1400.0,2,45.0,2,3214.285714285714
raja rajeshwari nagar,1110.0,2,52.0,2,4684.684684684685
raja rajeshwari nagar,1580.0,3,83.74,3,5299.999999999999
raja rajeshwari nagar,1640.0,3,86.8,3,5292.682926829269
raja rajeshwari nagar,1279.0,2,53.76,3,4203.283815480844
raja rajeshwari nagar,1240.0,2,40.54,2,3269.3548387096776
raja rajeshwari nagar,1090.0,2,57.0,2,5229.357798165138
raja rajeshwari nagar,1240.0,2,42.04,2,3390.3225806451615
raja rajeshwari nagar,1757.0,3,98.0,3,5577.689243027889
raja rajeshwari nagar,1530.0,3,64.0,3,4183.006535947712
raja rajeshwari nagar,1587.0,3,73.8,3,4650.283553875236
raja rajeshwari nagar,1450.0,2,67.0,3,4620.689655172414
raja rajeshwari nagar,945.0,2,45.0,2,4761.9047619047615
raja rajeshwari nagar,1303.0,2,55.78,2,4280.890253261704
raja rajeshwari nagar,3450.0,7,225.0,8,6521.739130434783
raja rajeshwari nagar,1700.0,2,86.0,3,5058.823529411765
raja rajeshwari nagar,1270.0,2,62.0,2,4881.889763779527
raja rajeshwari nagar,1250.0,2,68.0,2,5440.0
raja rajeshwari nagar,1260.0,2,62.0,3,4920.6349206349205
raja rajeshwari nagar,1580.0,2,66.85,3,4231.012658227847
raja rajeshwari nagar,1050.0,2,37.0,2,3523.809523809524
raja rajeshwari nagar,1021.0,3,59.0,3,5778.648383937317
raja rajeshwari nagar,1500.0,3,88.0,3,5866.666666666667
raja rajeshwari nagar,1168.0,2,66.0,2,5650.684931506849
raja rajeshwari nagar,1400.0,2,86.0,3,6142.857142857143
raja rajeshwari nagar,1157.0,2,65.0,2,5617.9775280898875
raja rajeshwari nagar,1206.0,2,40.7,2,3374.7927031509125
raja rajeshwari nagar,1000.0,2,50.0,2,5000.0
raja rajeshwari nagar,1485.0,2,63.0,3,4242.424242424242
raja rajeshwari nagar,1335.0,2,56.0,3,4194.756554307116
raja rajeshwari nagar,1255.0,2,42.54,2,3389.641434262948
raja rajeshwari nagar,1530.0,3,64.86,3,4239.21568627451
raja rajeshwari nagar,1850.0,3,98.0,3,5297.2972972972975
raja rajeshwari nagar,1140.0,2,44.0,2,3859.6491228070176
raja rajeshwari nagar,6000.0,8,215.0,8,3583.3333333333335
raja rajeshwari nagar,1140.0,2,39.0,2,3421.0526315789475
raja rajeshwari nagar,510.0,1,22.0,1,4313.725490196079
raja rajeshwari nagar,1187.0,2,40.14,2,3381.6343723673126
raja rajeshwari nagar,1141.0,2,60.0,2,5258.545135845749
rajaji nagar,1640.0,3,229.0,3,13963.414634146342
rajaji nagar,2390.0,3,415.0,3,17364.016736401674
rajaji nagar,2390.0,3,410.0,3,17154.81171548117
rajaji nagar,3516.0,4,540.0,4,15358.361774744028
rajaji nagar,1640.0,3,223.0,3,13597.560975609756
rajaji nagar,1800.0,4,324.0,6,18000.0
rajaji nagar,3526.0,4,558.0,4,15825.2977878616
rajaji nagar,1800.0,3,260.0,3,14444.444444444445
rajaji nagar,1640.0,3,241.0,3,14695.121951219513
rajaji nagar,1370.0,2,170.0,2,12408.759124087592
rajaji nagar,2409.0,3,360.0,3,14943.960149439601
rajaji nagar,1718.0,3,288.0,2,16763.678696158324
rajaji nagar,2386.0,3,334.0,3,13998.323554065382
rajaji nagar,1200.0,2,150.0,2,12500.0
rajaji nagar,1160.0,1,163.0,2,14051.724137931034
rajaji nagar,1222.0,2,112.0,2,9165.302782324059
rajaji nagar,660.0,1,75.0,1,11363.636363636364
rajaji nagar,1440.0,2,170.0,2,11805.555555555555
rajaji nagar,2448.0,3,400.0,3,16339.869281045752
rajaji nagar,1440.0,2,185.0,2,12847.222222222223
rajaji nagar,1640.0,3,230.0,3,14024.390243902439
rajaji nagar,1800.0,2,250.0,3,13888.888888888889
rajaji nagar,3100.0,4,550.0,4,17741.935483870966
rajaji nagar,3526.0,4,598.0,4,16959.727736812252
rajaji nagar,1357.0,2,130.0,2,9579.955784819454
rajaji nagar,2300.0,3,369.0,3,16043.478260869566
rajaji nagar,1640.0,3,220.0,3,13414.634146341463
rajaji nagar,2500.0,3,350.0,3,14000.0
rajaji nagar,2559.0,3,403.0,3,15748.339194998047
rajaji nagar,1763.0,3,262.0,2,14861.032331253546
rajaji nagar,1800.0,3,240.0,3,13333.333333333334
rajaji nagar,2533.0,3,425.0,3,16778.523489932886
rajaji nagar,1268.0,2,127.0,2,10015.77287066246
rajaji nagar,2450.0,3,330.0,3,13469.387755102041
rajaji nagar,1640.0,3,262.0,3,15975.609756097561
rajaji nagar,1200.0,1,200.0,2,16666.666666666668
rajaji nagar,2367.0,3,375.0,3,15842.839036755386
rajaji nagar,2440.0,2,415.0,4,17008.196721311477
rajaji nagar,1640.0,3,251.0,3,15304.878048780487
rajaji nagar,1640.0,3,268.0,3,16341.463414634147
rajaji nagar,2367.0,4,340.0,3,14364.17405999155
rajaji nagar,1350.0,4,230.0,4,17037.037037037036
rajaji nagar,2400.0,5,408.0,5,17000.0
rajaji nagar,2500.0,3,340.0,3,13600.0
rajaji nagar,2390.0,3,372.0,3,15564.853556485356
rajaji nagar,2415.0,3,399.0,3,16521.739130434784
rajaji nagar,1718.0,3,275.0,2,16006.9848661234
rajaji nagar,1763.0,3,240.0,2,13613.159387407828
rajaji nagar,2367.0,3,320.0,3,13519.22264469793
rajaji nagar,2409.0,3,395.0,3,16396.84516396845
rajaji nagar,1314.0,2,225.0,2,17123.287671232876
rajaji nagar,1440.0,2,165.0,2,11458.333333333334
rajaji nagar,1640.0,3,245.0,3,14939.024390243903
rajiv nagar,1690.0,3,125.0,3,7396.449704142012
rajiv nagar,1263.0,2,93.32,2,7388.756927949327
rajiv nagar,2340.0,4,148.0,4,6324.786324786325
rajiv nagar,2340.0,5,129.0,4,5512.820512820513
rajiv nagar,1330.0,2,93.0,2,6992.481203007519
rajiv nagar,1309.0,2,80.0,2,6111.535523300229
rajiv nagar,2340.0,4,145.0,4,6196.581196581196
rajiv nagar,2330.0,5,175.0,4,7510.729613733905
rajiv nagar,2340.0,5,160.0,4,6837.606837606838
ramagondanahalli,1151.0,2,48.77,2,4237.185056472633
ramagondanahalli,1251.0,2,47.0,2,3756.994404476419
ramagondanahalli,1235.0,2,52.04,2,4213.765182186235
ramagondanahalli,1610.0,2,111.0,3,6894.409937888198
ramagondanahalli,540.0,1,30.0,1,5555.555555555556
ramagondanahalli,1235.0,2,46.8,2,3789.4736842105262
ramagondanahalli,1215.0,2,51.26,2,4218.930041152264
ramagondanahalli,2257.0,4,157.0,3,6956.136464333185
ramagondanahalli,1251.0,2,47.4,2,3788.968824940048
ramagondanahalli,1610.0,2,115.0,3,7142.857142857143
ramagondanahalli,920.0,2,65.0,2,7065.217391304348
ramagondanahalli,1215.0,2,45.5,2,3744.855967078189
ramagondanahalli,1253.0,2,52.66,2,4202.713487629689
ramagondanahalli,1295.0,2,95.0,2,7335.907335907336
ramagondanahalli,1151.0,2,50.5,2,4387.489139878367
ramagondanahalli,1235.0,2,49.3,2,3991.902834008097
ramagondanahalli,2257.0,3,159.0,3,7044.749667700487
ramagondanahalli,1910.0,3,142.0,3,7434.55497382199
ramagondanahalli,1215.0,2,46.1,2,3794.238683127572
ramagondanahalli,1251.0,2,50.0,2,3996.802557953637
ramagondanahalli,1151.0,2,43.6,2,3788.010425716768
ramagondanahalli,1251.0,2,53.0,2,4236.610711430855
ramagondanahalli,845.0,2,45.82,2,5422.485207100592
ramagondanahalli,1910.0,3,150.0,3,7853.4031413612565
ramagondanahalli,2040.0,3,114.0,3,5588.235294117647
ramagondanahalli,3350.0,3,150.0,3,4477.611940298508
ramagondanahalli,1251.0,2,46.0,2,3677.0583533173462
ramagondanahalli,1151.0,2,46.0,2,3996.524761077324
ramagondanahalli,1610.0,2,112.0,3,6956.521739130435
ramagondanahalli,1200.0,3,56.1,3,4675.0
ramagondanahalli,2787.0,5,220.0,4,7893.792608539648
ramagondanahalli,1125.0,2,75.0,2,6666.666666666667
ramagondanahalli,1151.0,2,42.5,2,3692.44135534318
ramagondanahalli,2257.0,3,155.0,3,6867.523260965884
ramagondanahalli,1500.0,3,100.0,3,6666.666666666667
ramagondanahalli,1910.0,3,131.0,3,6858.638743455497
ramamurthy nagar,3700.0,4,225.0,4,6081.081081081081
ramamurthy nagar,3500.0,5,150.0,5,4285.714285714285
ramamurthy nagar,1050.0,2,37.0,2,3523.809523809524
ramamurthy nagar,1040.0,2,50.0,2,4807.692307692308
ramamurthy nagar,1200.0,3,72.0,2,6000.0
ramamurthy nagar,360.0,1,26.0,1,7222.222222222223
ramamurthy nagar,950.0,2,50.79,2,5346.315789473684
ramamurthy nagar,1200.0,2,66.0,3,5500.0
ramamurthy nagar,1525.0,3,100.0,3,6557.377049180328
ramamurthy nagar,1200.0,2,80.0,2,6666.666666666667
ramamurthy nagar,1200.0,2,42.0,2,3500.0
ramamurthy nagar,1100.0,2,68.0,2,6181.818181818182
ramamurthy nagar,1185.0,2,45.5,2,3839.662447257384
ramamurthy nagar,1170.0,2,46.8,2,4000.0
ramamurthy nagar,1150.0,2,51.0,2,4434.782608695652
ramamurthy nagar,1200.0,2,48.0,2,4000.0
ramamurthy nagar,600.0,3,45.0,2,7500.0
ramamurthy nagar,1110.0,2,65.0,2,5855.855855855856
ramamurthy nagar,1200.0,2,78.0,2,6500.0
ramamurthy nagar,600.0,1,43.0,1,7166.666666666667
ramamurthy nagar,1006.0,2,57.0,2,5666.003976143141
ramamurthy nagar,1200.0,2,76.0,2,6333.333333333333
ramamurthy nagar,700.0,2,33.0,2,4714.285714285715
ramamurthy nagar,1125.0,2,47.0,2,4177.777777777777
ramamurthy nagar,1000.0,2,62.0,2,6200.0
ramamurthy nagar,1334.0,2,67.0,2,5022.488755622189
ramamurthy nagar,1200.0,2,46.0,2,3833.3333333333335
ramamurthy nagar,1200.0,2,57.9,2,4825.0
ramamurthy nagar,1360.0,2,45.0,2,3308.823529411765
ramamurthy nagar,1170.0,2,44.0,2,3760.6837606837607
ramamurthy nagar,2200.0,4,130.0,4,5909.090909090909
ramamurthy nagar,1050.0,2,51.66,2,4920.0
ramamurthy nagar,2916.0,5,230.0,4,7887.517146776406
ramamurthy nagar,2316.0,3,125.0,3,5397.2366148531955
ramamurthy nagar,1101.0,2,50.0,2,4541.326067211626
ramamurthy nagar,1150.0,2,40.0,2,3478.2608695652175
ramamurthy nagar,1050.0,2,37.8,2,3599.9999999999995
ramamurthy nagar,935.0,2,39.0,2,4171.122994652406
ramamurthy nagar,1200.0,2,68.0,2,5666.666666666667
ramamurthy nagar,540.0,1,35.0,1,6481.481481481482
ramamurthy nagar,960.0,2,35.0,2,3645.8333333333335
rayasandra,1314.0,2,63.0,3,4794.520547945205
rayasandra,1065.0,2,44.95,2,4220.657276995305
rayasandra,1708.0,3,75.0,3,4391.100702576113
rayasandra,1199.0,2,48.5,3,4045.0375312760634
rayasandra,1577.0,3,67.0,3,4248.57324032974
rayasandra,1253.0,2,57.0,2,4549.082202713487
rayasandra,583.0,1,26.9,1,4614.065180102916
rayasandra,1198.0,2,54.0,2,4507.512520868114
rayasandra,1555.0,3,75.17,3,4834.083601286174
rayasandra,1458.0,3,60.0,3,4115.22633744856
rayasandra,1179.0,2,55.0,3,4664.970313825275
rayasandra,1601.0,3,70.0,3,4372.2673329169265
rayasandra,1708.0,3,76.0,4,4449.648711943794
rayasandra,470.0,1,21.0,1,4468.085106382979
rayasandra,3600.0,5,145.0,5,4027.777777777778
rayasandra,1357.0,2,59.0,3,4347.826086956522
sahakara nagar,1500.0,2,95.0,3,6333.333333333333
sahakara nagar,1100.0,2,56.0,2,5090.909090909091
sahakara nagar,1219.0,2,48.0,2,3937.653814602133
sahakara nagar,1200.0,4,130.0,4,10833.333333333334
sahakara nagar,1100.0,2,75.0,3,6818.181818181818
sahakara nagar,1655.0,3,115.0,3,6948.640483383686
sahakara nagar,1150.0,2,54.0,2,4695.652173913043
sahakara nagar,1270.0,2,69.85,2,5499.999999999999
sahakara nagar,960.0,2,56.0,2,5833.333333333333
sahakara nagar,1048.0,2,50.0,2,4770.992366412213
sahakara nagar,1160.0,2,55.0,2,4741.379310344828
sahakara nagar,1200.0,2,75.0,3,6250.0
sahakara nagar,2500.0,4,200.0,4,8000.0
sahakara nagar,1914.0,3,179.0,3,9352.142110762801
sahakara nagar,1500.0,3,125.0,3,8333.333333333334
sahakara nagar,1100.0,2,55.0,2,5000.0
sahakara nagar,1914.0,3,149.0,3,7784.743991640544
sahakara nagar,1000.0,2,60.0,2,6000.0
sahakara nagar,1175.0,2,49.0,2,4170.212765957447
sahakara nagar,1370.0,2,90.0,3,6569.343065693431
sahakara nagar,1180.0,2,72.0,2,6101.6949152542375
sahakara nagar,1200.0,2,60.0,2,5000.0
sahakara nagar,1032.0,2,45.0,2,4360.46511627907
sahakara nagar,1200.0,2,46.0,2,3833.3333333333335
sahakara nagar,1270.0,2,96.0,2,7559.055118110236
sahakara nagar,1201.0,2,80.0,2,6661.1157368859285
sahakara nagar,1200.0,2,54.0,2,4500.0
sahakara nagar,1291.0,2,72.3,2,5600.309837335399
sanjay nagar,1000.0,2,70.0,2,7000.0
sanjay nagar,1100.0,2,98.0,2,8909.09090909091
sanjay nagar,1150.0,2,72.2,2,6278.260869565217
sanjay nagar,1800.0,3,180.0,3,10000.0
sanjay nagar,630.0,1,35.0,2,5555.555555555556
sanjay nagar,3300.0,3,250.0,5,7575.757575757576
sanjay nagar,1900.0,2,180.0,3,9473.684210526315
sanjay nagar,1575.0,2,90.0,2,5714.285714285715
sanjay nagar,960.0,2,55.0,2,5729.166666666667
sanjay nagar,1050.0,2,59.0,2,5619.047619047619
sanjay nagar,1150.0,2,70.0,2,6086.95652173913
sanjay nagar,1500.0,3,150.0,3,10000.0
sanjay nagar,1180.0,2,80.0,2,6779.661016949152
sarakki nagar,2121.0,4,253.0,3,11928.335690711929
sarakki nagar,2289.0,3,260.0,3,11358.671909130624
sarakki nagar,2500.0,4,325.0,3,13000.0
sarakki nagar,2145.0,4,270.0,3,12587.412587412588
sarakki nagar,1200.0,3,128.0,3,10666.666666666666
sarakki nagar,2663.0,4,338.0,3,12692.452121667293
sarakki nagar,1840.0,4,175.0,3,9510.869565217392
sarjapur,2250.0,3,148.0,3,6577.777777777777
sarjapur,1600.0,3,75.0,3,4687.5
sarjapur,1242.5,2,43.49,2,3500.201207243461
sarjapur,913.0,2,32.0,2,3504.9288061336256
sarjapur,1128.0,2,60.0,2,5319.148936170212
sarjapur,1185.0,2,47.0,2,3966.2447257383965
sarjapur,900.0,2,42.0,3,4666.666666666667
sarjapur,649.5,1,17.535,1,2699.7690531177827
sarjapur,1020.0,2,35.0,2,3431.372549019608
sarjapur,1195.0,2,42.0,2,3514.644351464435
sarjapur,1240.0,2,44.0,2,3548.3870967741937
sarjapur,950.0,2,32.5,2,3421.0526315789475
sarjapur,1285.0,2,68.0,3,5291.828793774319
sarjapur,925.0,2,25.0,2,2702.7027027027025
sarjapur,3190.0,3,160.0,4,5015.673981191223
sarjapur,1215.0,2,40.0,2,3292.1810699588477
sarjapur,1200.0,3,78.0,3,6500.0
sarjapur,1000.0,2,30.0,2,3000.0
sarjapur,1157.0,2,40.0,2,3457.216940363008
sarjapur,2238.0,3,140.0,3,6255.585344057194
sarjapur,2020.0,3,85.0,3,4207.920792079208
sarjapur,2885.0,3,185.0,4,6412.478336221837
sarjapur,1240.0,2,44.3,2,3572.5806451612902
sarjapur,625.0,1,19.0,1,3040.0
sarjapur,2585.5,4,139.5,4,5395.4747631019145
sarjapur,940.0,2,25.38,2,2700.0
sarjapur,2100.0,3,125.0,4,5952.380952380952
sarjapur,913.0,2,36.0,2,3943.0449069003284
sarjapur,1404.0,2,53.35,3,3799.8575498575497
sarjapur,1830.0,3,88.0,3,4808.743169398907
sarjapur,1364.0,2,56.0,3,4105.571847507332
sarjapur,1124.0,2,30.35,2,2700.1779359430607
sarjapur,1044.0,2,32.0,2,3065.1340996168583
sarjapur,650.0,1,19.87,1,3056.923076923077
sarjapur,1175.0,2,42.0,2,3574.468085106383
sarjapur,1240.0,2,43.1,2,3475.8064516129034
sarjapur,1032.0,2,42.0,2,4069.767441860465
sarjapur,1044.0,2,34.0,2,3256.704980842912
sarjapur,1200.0,3,76.13,3,6344.166666666667
sarjapur,1200.0,2,62.0,2,5166.666666666667
sarjapur,900.0,2,27.98,2,3108.8888888888887
sarjapur,1205.0,2,29.0,2,2406.639004149378
sarjapur,850.0,2,32.0,2,3764.705882352941
sarjapur,1175.0,2,41.68,2,3547.2340425531916
sarjapur,920.0,2,33.0,2,3586.9565217391305
sarjapur,1150.0,2,41.0,2,3565.217391304348
sarjapur,1200.0,2,42.6,2,3550.0
sarjapur,1333.0,3,50.0,3,3750.9377344336085
sarjapur,1044.0,2,36.0,2,3448.2758620689656
sarjapur,950.0,2,35.0,2,3684.2105263157896
sarjapur,2172.0,3,100.0,3,4604.051565377532
sarjapur,633.0,1,17.09,1,2699.8420221169035
sarjapur,1451.0,2,87.0,2,5995.864920744314
sarjapur,2400.0,3,140.0,4,5833.333333333333
sarjapur,1525.0,2,68.0,3,4459.016393442623
sarjapur,1095.0,2,45.0,2,4109.58904109589
sarjapur,1425.0,3,57.0,3,4000.0
sarjapur  road,2497.0,3,140.0,3,5606.728073688426
sarjapur  road,1787.0,3,125.0,3,6994.963626189144
sarjapur  road,1000.0,2,67.0,2,6700.0
sarjapur  road,1346.0,2,74.03,2,5500.0
sarjapur  road,1195.0,2,70.0,2,5857.740585774059
sarjapur  road,1550.0,3,100.0,3,6451.612903225807
sarjapur  road,2100.0,3,125.0,3,5952.380952380952
sarjapur  road,1691.0,3,113.0,3,6682.436428149024
sarjapur  road,1278.0,2,95.0,2,7433.489827856025
sarjapur  road,2238.0,3,140.0,3,6255.585344057194
sarjapur  road,1800.0,3,110.0,3,6111.111111111111
sarjapur  road,1984.0,4,146.0,3,7358.870967741936
sarjapur  road,1700.0,3,110.0,3,6470.588235294118
sarjapur  road,1157.0,2,75.0,3,6482.281763180639
sarjapur  road,1282.0,2,72.0,2,5616.224648985959
sarjapur  road,4111.0,4,310.0,4,7540.744344441741
sarjapur  road,3900.0,4,300.0,4,7692.307692307692
sarjapur  road,1050.0,2,62.0,2,5904.761904761905
sarjapur  road,1700.0,3,135.0,3,7941.176470588235
sarjapur  road,1691.0,3,119.0,3,7037.25606150207
sarjapur  road,1846.0,3,140.0,3,7583.965330444204
sarjapur  road,1200.0,3,95.0,3,7916.666666666667
sarjapur  road,1845.0,4,110.0,3,5962.059620596206
sarjapur  road,1233.0,2,77.65,2,6297.6480129764805
sarjapur  road,1680.0,3,112.0,3,6666.666666666667
sarjapur  road,1255.0,2,92.0,2,7330.677290836654
sarjapur  road,1311.0,2,78.0,2,5949.656750572082
sarjapur  road,1145.0,2,75.0,2,6550.218340611354
sarjapur  road,2180.0,3,170.0,3,7798.165137614679
sarjapur  road,1750.0,3,110.0,3,6285.714285714285
sarjapur  road,1200.0,3,70.0,3,5833.333333333333
sarjapur  road,2600.0,3,200.0,3,7692.307692307692
sarjapur  road,685.0,1,40.0,1,5839.41605839416
sarjapur  road,1241.0,2,82.0,2,6607.57453666398
sarjapur  road,835.0,1,46.95,1,5622.754491017964
sarjapur  road,1280.0,2,76.0,2,5937.5
sarjapur  road,1263.0,2,78.0,2,6175.771971496437
sarjapur  road,1691.0,3,98.0,3,5795.38734476641
sarjapur  road,1308.0,2,83.0,2,6345.565749235474
sarjapur  road,1592.0,3,91.0,3,5716.08040201005
sarjapur  road,1150.0,2,77.0,2,6695.652173913043
sarjapur  road,1965.0,3,120.0,3,6106.8702290076335
sarjapur  road,2275.0,4,180.0,3,7912.087912087912
sarjapur  road,1418.0,2,78.0,2,5500.705218617772
sarjapur  road,1200.0,2,93.0,2,7750.0
sarjapur  road,1525.0,2,87.0,3,5704.918032786885
sarjapur  road,715.0,1,29.0,1,4055.944055944056
sarjapur  road,1230.0,2,94.5,2,7682.926829268293
sarjapur  road,1750.0,3,99.0,3,5657.142857142857
sarjapur  road,1500.0,3,88.0,3,5866.666666666667
sarjapur  road,1846.0,3,145.0,3,7854.821235102925
sarjapur  road,1846.0,3,155.0,3,8396.533044420368
sarjapur  road,1067.0,2,60.0,2,5623.242736644798
sarjapur  road,1700.0,3,95.0,3,5588.235294117647
sarjapur  road,3785.0,5,280.0,4,7397.622192866578
sarjapur  road,2556.0,3,169.0,3,6611.89358372457
sarjapur  road,1278.0,2,90.0,2,7042.2535211267605
sarjapur  road,1305.0,2,99.0,2,7586.206896551724
sarjapur  road,1755.0,3,122.0,3,6951.5669515669515
sarjapur  road,1455.0,2,98.0,3,6735.395189003437
sarjapur  road,1850.0,3,140.0,3,7567.5675675675675
sarjapur  road,950.0,1,39.9,1,4200.0
sarjapur  road,1826.0,3,130.0,3,7119.386637458927
sarjapur  road,1660.0,2,116.0,3,6987.951807228916
